,trap-date,trap,num-sqitos,ERRATICUS,PIPIENS,PIPIENSRESTUANS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,wnv,trap-lat,trap-long
3615,2007-10-04,T011,7,0,1,1,0,0,0,0,0,41.944869,-87.832763
3617,2007-10-04,T012,14,0,1,1,0,0,0,0,0,41.991429,-87.747113
3619,2007-10-04,T013,90,0,1,2,0,0,0,0,0,41.923738,-87.785288
3622,2007-10-04,T014,28,0,1,1,0,0,0,0,0,41.970248,-87.787992
3624,2007-10-04,T015,10,0,1,1,0,0,0,0,0,41.974089,-87.824812
3626,2007-10-04,T016,50,0,1,1,0,0,0,1,0,42.011601,-87.81150600000001
3629,2007-10-04,T017,1,0,0,1,0,0,0,0,0,41.960615999999995,-87.777189
3630,2007-10-04,T019,5,0,1,1,0,0,0,0,0,41.94983,-87.69845699999999
3632,2007-10-04,T025,6,0,1,1,0,0,0,0,0,41.979243,-87.750938
3634,2007-10-04,T028,11,0,1,1,0,0,0,0,0,41.986921,-87.689778
3636,2007-10-04,T030,6,0,1,1,0,0,0,0,0,41.899229999999996,-87.716788
3638,2007-10-04,T031,20,0,1,1,0,0,0,1,0,41.801497999999995,-87.763416
3641,2007-10-04,T033,22,0,1,1,0,0,0,0,0,41.906638,-87.701431
3643,2007-10-04,T034,7,0,1,1,0,0,0,0,0,41.843810999999995,-87.686763
3645,2007-10-04,T035,17,0,1,1,0,0,0,0,0,41.836644,-87.677737
3647,2007-10-04,T036,5,0,1,1,0,0,0,0,0,41.837084999999995,-87.729384
3649,2007-10-04,T037,20,0,1,1,0,0,0,0,0,41.921177,-87.79518
3651,2007-10-04,T039,40,0,1,1,0,0,0,0,0,41.911823999999996,-87.726737
3653,2007-10-04,T043,7,0,1,0,0,0,0,0,0,41.857402,-87.694991
3654,2007-10-04,T044,1,0,1,0,0,0,0,0,0,41.883284,-87.705085
3655,2007-10-04,T045,7,0,0,1,0,0,0,0,0,41.9216,-87.666455
3656,2007-10-04,T046,34,0,1,1,0,0,0,0,0,41.891118,-87.65449100000001
3658,2007-10-04,T047,4,0,1,1,0,0,0,0,0,41.868142,-87.696269
3660,2007-10-04,T048,21,0,1,1,0,0,0,0,0,41.867108,-87.654224
3662,2007-10-04,T049,2,0,1,1,0,0,0,0,0,41.896282,-87.655232
3664,2007-10-04,T050,1,0,0,1,0,0,0,0,0,41.919343,-87.694259
3665,2007-10-04,T051,4,0,1,1,0,0,0,0,0,41.846283,-87.656913
3667,2007-10-04,T054,3,0,0,1,0,0,0,1,0,41.921965,-87.632085
3669,2007-10-04,T060,3,0,1,0,0,0,0,0,0,41.823065,-87.67837800000001
3670,2007-10-04,T061,10,0,1,1,0,0,0,0,0,41.801179,-87.679447
3672,2007-10-04,T062,19,0,1,1,0,1,0,1,1,41.800737,-87.71188000000001
3676,2007-10-04,T063,12,0,1,1,0,0,0,0,0,41.82561,-87.726549
3678,2007-10-04,T065,45,0,1,1,0,0,0,1,0,41.778296999999995,-87.752411
3681,2007-10-04,T066,63,0,1,1,1,0,0,1,0,41.77166,-87.703047
3685,2007-10-04,T067,14,0,1,1,0,0,0,0,0,41.759346,-87.745602
3687,2007-10-04,T069,15,0,1,1,0,0,0,0,0,41.768388,-87.678649
3689,2007-10-04,T070,6,0,1,1,0,0,0,0,0,41.797616,-87.797894
3691,2007-10-04,T071,7,0,1,1,0,0,0,0,0,41.781416,-87.77653199999999
3693,2007-10-04,T073,10,0,1,1,0,0,0,0,0,41.773215,-87.60088
3695,2007-10-04,T074,4,0,1,1,0,0,0,0,0,41.822536,-87.66634300000001
3697,2007-10-04,T075,6,0,1,1,1,0,0,0,0,41.799282,-87.585487
3700,2007-10-04,T077,1,0,1,0,0,0,0,0,0,41.778748,-87.586427
3701,2007-10-04,T079,9,0,1,1,1,0,0,0,0,41.766202,-87.562889
3704,2007-10-04,T080,15,0,0,1,0,0,0,0,0,41.754676,-87.612922
3705,2007-10-04,T081,8,0,1,1,0,0,0,0,0,41.821582,-87.62779599999999
3707,2007-10-04,T082,11,0,1,1,0,0,0,0,0,41.803422999999995,-87.642984
3709,2007-10-04,T084,12,0,1,1,0,0,0,0,0,41.692555,-87.598865
3711,2007-10-04,T085,9,0,1,1,0,0,0,0,0,41.721474,-87.648064
3713,2007-10-04,T086,39,0,2,2,0,0,0,0,0,41.688324,-87.676709
3717,2007-10-04,T088,8,0,1,1,0,0,0,0,0,41.869107,-87.69629300000001
3719,2007-10-04,T089,1,0,1,0,0,0,0,0,0,41.723195000000004,-87.64997
3720,2007-10-04,T090,40,0,1,1,0,0,0,0,0,41.868077,-87.666901
3722,2007-10-04,T091,9,0,1,1,0,0,0,0,0,41.862292,-87.64886
3724,2007-10-04,T092,3,0,1,1,0,0,0,0,0,41.869215999999994,-87.627561
3726,2007-10-04,T094,3,0,0,1,0,0,0,0,0,41.720848,-87.666014
3727,2007-10-04,T095,1,0,1,0,0,0,0,0,0,41.704336,-87.70373599999999
3728,2007-10-04,T096,13,0,1,1,0,0,0,0,0,41.731922,-87.677512
3730,2007-10-04,T097,3,0,1,0,1,0,0,0,0,41.644612,-87.60449799999999
3732,2007-10-04,T100,14,0,1,1,0,0,0,0,0,41.717753,-87.531657
3734,2007-10-04,T102,12,0,1,1,0,0,0,0,0,41.750498,-87.605294
3736,2007-10-04,T103,26,0,1,1,0,0,0,0,0,41.702723999999996,-87.536497
3738,2007-10-04,T114,27,0,1,1,0,0,0,1,0,41.798697,-87.736812
3741,2007-10-04,T129,21,0,1,1,1,0,0,1,0,41.891126,-87.61156
3745,2007-10-04,T135,30,0,1,1,0,0,0,0,0,41.662014,-87.72460799999999
3747,2007-10-04,T141,5,0,1,1,0,0,0,0,0,41.961743,-87.76007
3749,2007-10-04,T143,3,0,1,1,0,0,0,0,0,41.999128999999996,-87.795585
3751,2007-10-04,T144,25,0,1,1,0,0,0,0,0,41.94016,-87.794896
3753,2007-10-04,T145,3,0,1,0,0,0,0,0,0,41.878114000000004,-87.629798
3754,2007-10-04,T146,12,0,1,1,0,0,0,0,0,41.958271,-87.702575
3756,2007-10-04,T147,5,0,1,1,0,0,0,0,0,41.932094,-87.700117
3758,2007-10-04,T149,1,0,0,1,0,0,0,0,0,41.994469,-87.667736
3759,2007-10-04,T150,1,0,0,1,0,0,0,0,0,42.006858,-87.675919
3760,2007-10-04,T151,30,0,1,1,0,0,0,0,0,41.916265,-87.800515
3762,2007-10-04,T152,1,0,0,1,0,0,0,0,0,41.846075,-87.716277
3763,2007-10-04,T153,22,0,0,1,1,0,0,0,0,41.907645,-87.760886
3765,2007-10-04,T154,15,0,1,1,0,0,0,0,0,41.918704999999996,-87.752329
3767,2007-10-04,T155,50,0,1,1,0,0,0,0,0,41.776156,-87.778927
3769,2007-10-04,T156,13,0,1,1,0,0,0,0,1,41.772846,-87.740029
3771,2007-10-04,T157,2,0,1,0,0,0,0,0,0,41.825902,-87.667827
3772,2007-10-04,T158,10,0,1,1,0,0,0,0,0,41.682587,-87.707973
3774,2007-10-04,T160,17,0,1,1,0,0,0,0,0,41.903002,-87.68826700000001
3776,2007-10-04,T161,10,0,1,1,0,0,0,0,0,41.719059,-87.675088
3778,2007-10-04,T162,8,0,1,1,0,0,0,0,0,41.725516999999996,-87.61425799999999
3780,2007-10-04,T218,2,0,1,0,0,0,0,0,0,41.948167,-87.730698
3781,2007-10-04,T219,9,0,1,1,1,0,0,0,0,41.966986999999996,-87.674677
3784,2007-10-04,T220,3,0,0,1,0,0,0,0,0,41.963976,-87.69181
3785,2007-10-09,T027,1,0,0,1,0,0,0,0,0,41.984809000000006,-87.728492
3786,2007-10-09,T107,4,0,1,1,0,0,0,0,0,41.729669,-87.582699
3788,2007-10-09,T115,159,0,3,2,0,0,0,0,0,41.673408,-87.599862
3793,2007-10-09,T128,4,0,1,1,0,0,0,0,0,41.704572,-87.56566600000001
3795,2007-10-09,T138,32,0,1,2,0,0,0,0,0,41.726465000000005,-87.585413
3798,2007-10-09,T200,25,0,2,2,0,0,0,0,0,41.678618,-87.559308
3802,2007-10-09,T206,4,0,1,0,0,0,0,0,0,41.737052,-87.54306700000001
3803,2007-10-09,T209,40,0,1,1,0,0,0,1,0,41.740641,-87.546587
3806,2007-10-09,T212,56,0,1,1,0,0,0,0,0,41.680946,-87.535198
3808,2007-10-09,T215,6,0,0,1,0,0,0,0,0,41.686398,-87.531635
3809,2007-10-09,T221,2,0,1,1,0,0,0,0,0,41.659112,-87.53869300000001
3811,2009-05-28,T002,2,0,0,1,0,0,0,0,0,41.95469,-87.800991
3812,2009-05-28,T003,1,0,0,1,0,0,0,0,0,41.964242,-87.757639
3813,2009-05-28,T008,6,0,0,2,0,0,0,0,0,42.008314,-87.77792099999999
3815,2009-05-28,T009,1,0,0,0,1,0,0,0,0,41.992478000000006,-87.862995
3816,2009-05-28,T011,5,0,0,1,0,0,0,0,0,41.944869,-87.832763
3817,2009-05-28,T012,12,0,0,1,1,0,0,0,0,41.991429,-87.747113
3819,2009-05-28,T017,1,0,0,0,1,0,0,0,0,41.960615999999995,-87.777189
3820,2009-05-28,T028,1,0,0,1,0,0,0,0,0,41.986921,-87.689778
3821,2009-05-28,T030,5,0,0,1,0,0,0,0,0,41.899229999999996,-87.716788
3822,2009-05-28,T031,28,0,0,1,1,0,0,0,0,41.801497999999995,-87.763416
3824,2009-05-28,T039,1,0,0,0,1,0,0,0,0,41.911823999999996,-87.726737
3825,2009-05-28,T043,1,0,0,1,0,0,0,0,0,41.857402,-87.694991
3826,2009-05-28,T045,1,0,0,1,0,0,0,0,0,41.9216,-87.666455
3827,2009-05-28,T054,2,0,0,1,1,0,0,0,0,41.921965,-87.632085
3829,2009-05-28,T062,1,0,0,1,0,0,0,0,0,41.800737,-87.71188000000001
3830,2009-05-28,T063,1,0,0,1,0,0,0,0,0,41.82561,-87.726549
3831,2009-05-28,T073,9,0,0,1,1,0,0,0,0,41.773215,-87.60088
3833,2009-05-28,T074,3,0,0,1,0,0,0,0,0,41.822536,-87.66634300000001
3834,2009-05-28,T079,1,0,0,1,0,0,0,0,0,41.766202,-87.562889
3835,2009-05-28,T082,2,0,0,0,1,0,0,0,0,41.803422999999995,-87.642984
3836,2009-05-28,T083,3,0,0,1,0,0,0,0,0,41.754292,-87.590773
3837,2009-05-28,T089,2,0,0,1,0,0,0,0,0,41.723195000000004,-87.64997
3838,2009-05-28,T090,6,0,0,1,1,0,0,0,0,41.868077,-87.666901
3840,2009-05-28,T094,5,0,0,1,1,0,0,0,0,41.720848,-87.666014
3842,2009-05-28,T102,1,0,0,0,1,0,0,0,0,41.750498,-87.605294
3843,2009-05-28,T114,2,0,0,0,1,0,0,0,0,41.798697,-87.736812
3844,2009-05-28,T115,4,0,1,1,1,0,0,0,0,41.673408,-87.599862
3847,2009-05-28,T135,22,0,1,1,2,0,0,0,0,41.662014,-87.72460799999999
3851,2009-05-28,T138,2,0,0,1,1,0,0,0,0,41.726465000000005,-87.585413
3853,2009-05-28,T148,4,0,0,1,1,0,0,0,0,42.01743,-87.68776899999999
3855,2009-05-28,T151,1,0,0,0,1,0,0,0,0,41.916265,-87.800515
3856,2009-05-28,T152,2,0,0,1,0,0,0,0,0,41.846075,-87.716277
3857,2009-05-28,T155,1,0,0,0,1,0,0,0,0,41.776156,-87.778927
3858,2009-05-28,T159,2,0,0,1,0,0,0,0,0,41.732984,-87.649642
3859,2009-05-28,T160,1,0,0,1,0,0,0,0,0,41.903002,-87.68826700000001
3860,2009-05-28,T200,1,0,0,1,0,0,0,0,0,41.678618,-87.559308
3861,2009-05-28,T209,3,0,0,1,0,0,0,0,0,41.740641,-87.546587
3862,2009-05-28,T212,5,0,0,1,1,0,0,0,0,41.680946,-87.535198
3864,2009-05-28,T220,2,0,0,1,1,0,0,0,0,41.963976,-87.69181
3866,2009-05-28,T221,3,0,1,1,0,0,0,0,0,41.659112,-87.53869300000001
3868,2009-05-28,T900,34,0,0,0,2,0,0,0,0,41.974689,-87.890615
3870,2009-06-02,T002,29,0,0,1,0,0,0,0,0,41.95469,-87.800991
3871,2009-06-02,T003,4,0,0,0,1,0,0,0,0,41.964242,-87.757639
3872,2009-06-02,T008,23,0,0,1,1,0,0,0,0,42.008314,-87.77792099999999
3874,2009-06-02,T009,10,0,0,1,0,0,0,1,0,41.992478000000006,-87.862995
3876,2009-06-02,T011,7,0,0,1,0,0,0,0,0,41.944869,-87.832763
3877,2009-06-02,T012,9,0,0,1,0,0,0,0,0,41.991429,-87.747113
3878,2009-06-02,T016,8,0,0,0,1,0,0,0,0,42.011601,-87.81150600000001
3879,2009-06-02,T017,15,0,0,1,1,0,0,0,0,41.960615999999995,-87.777189
3881,2009-06-02,T018,7,0,0,1,1,0,0,0,0,42.010412,-87.66214000000001
3883,2009-06-02,T028,10,0,0,1,1,0,0,0,0,41.986921,-87.689778
3885,2009-06-02,T030,3,0,1,1,0,0,0,0,0,41.899229999999996,-87.716788
3887,2009-06-02,T031,39,0,1,1,1,0,0,0,0,41.801497999999995,-87.763416
3890,2009-06-02,T033,1,0,0,1,0,0,0,0,0,41.906638,-87.701431
3891,2009-06-02,T039,13,0,1,1,1,0,0,0,0,41.911823999999996,-87.726737
3894,2009-06-02,T046,2,0,0,1,1,0,0,0,0,41.891118,-87.65449100000001
3896,2009-06-02,T048,3,0,0,1,0,0,0,0,0,41.867108,-87.654224
3897,2009-06-02,T049,1,0,0,0,1,0,0,0,0,41.896282,-87.655232
3898,2009-06-02,T054,8,0,1,1,1,0,0,0,0,41.921965,-87.632085
3901,2009-06-02,T061,2,0,0,1,0,0,0,0,0,41.801179,-87.679447
3902,2009-06-02,T062,8,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
3904,2009-06-02,T063,22,0,1,1,1,0,0,0,0,41.82561,-87.726549
3907,2009-06-02,T066,14,0,0,1,1,0,0,0,0,41.77166,-87.703047
3909,2009-06-02,T069,5,0,0,0,1,0,0,0,0,41.768388,-87.678649
3910,2009-06-02,T073,10,0,1,1,1,0,0,0,0,41.773215,-87.60088
3913,2009-06-02,T074,20,0,1,1,1,0,0,0,0,41.822536,-87.66634300000001
3916,2009-06-02,T082,6,0,0,1,1,0,0,0,0,41.803422999999995,-87.642984
3918,2009-06-02,T083,1,0,0,0,1,0,0,0,0,41.754292,-87.590773
3919,2009-06-02,T089,6,0,1,1,1,0,0,0,0,41.723195000000004,-87.64997
3922,2009-06-02,T090,23,0,1,1,1,0,0,0,0,41.868077,-87.666901
3925,2009-06-02,T094,7,0,0,1,1,0,0,0,0,41.720848,-87.666014
3927,2009-06-02,T095,6,0,0,1,1,0,0,0,0,41.704336,-87.70373599999999
3929,2009-06-02,T102,3,0,0,0,1,0,0,0,0,41.750498,-87.605294
3930,2009-06-02,T114,3,0,0,1,1,0,0,0,0,41.798697,-87.736812
3932,2009-06-02,T115,21,0,1,1,1,0,0,0,0,41.673408,-87.599862
3935,2009-06-02,T128,1,0,0,0,1,0,0,0,0,41.704572,-87.56566600000001
3936,2009-06-02,T135,81,0,1,2,1,0,0,0,0,41.662014,-87.72460799999999
3940,2009-06-02,T147,20,0,0,1,1,0,0,0,0,41.932094,-87.700117
3942,2009-06-02,T151,27,0,1,1,1,0,0,0,0,41.916265,-87.800515
3945,2009-06-02,T152,3,0,0,0,1,0,0,0,0,41.846075,-87.716277
3946,2009-06-02,T153,1,0,0,1,0,0,0,0,0,41.907645,-87.760886
3947,2009-06-02,T155,1,0,0,0,1,0,0,0,0,41.776156,-87.778927
3948,2009-06-02,T158,5,0,0,1,1,0,0,0,0,41.682587,-87.707973
3950,2009-06-02,T159,28,0,0,1,1,0,0,0,0,41.732984,-87.649642
3952,2009-06-02,T160,10,0,1,1,1,0,0,0,0,41.903002,-87.68826700000001
3955,2009-06-02,T209,8,0,0,1,1,0,0,0,0,41.740641,-87.546587
3957,2009-06-02,T212,2,0,0,1,0,0,0,0,0,41.680946,-87.535198
3958,2009-06-02,T220,126,0,0,1,3,0,0,0,0,41.963976,-87.69181
3962,2009-06-02,T221,1,0,0,0,1,0,0,0,0,41.659112,-87.53869300000001
3963,2009-06-03,T900,334,0,0,7,5,0,0,0,0,41.974689,-87.890615
3975,2009-06-03,T903,14,0,0,1,1,0,0,0,0,41.957799,-87.930995
3977,2009-06-05,T002,5,0,0,1,1,0,0,0,0,41.95469,-87.800991
3979,2009-06-05,T003,1,0,0,0,1,0,0,0,0,41.964242,-87.757639
3980,2009-06-05,T011,8,0,0,1,1,0,0,0,0,41.944869,-87.832763
3982,2009-06-05,T012,2,0,0,1,1,0,0,0,0,41.991429,-87.747113
3984,2009-06-05,T018,2,0,0,0,1,0,0,0,0,42.010412,-87.66214000000001
3985,2009-06-05,T028,3,0,0,1,1,0,0,0,0,41.986921,-87.689778
3987,2009-06-05,T030,4,0,0,1,1,0,0,0,0,41.899229999999996,-87.716788
3989,2009-06-05,T031,14,0,1,1,1,0,0,0,0,41.801497999999995,-87.763416
3992,2009-06-05,T033,3,0,0,1,1,0,0,0,0,41.906638,-87.701431
3994,2009-06-05,T039,1,0,0,1,0,0,0,0,0,41.911823999999996,-87.726737
3995,2009-06-05,T046,1,0,0,0,1,0,0,0,0,41.891118,-87.65449100000001
3996,2009-06-05,T047,4,0,0,1,1,0,0,0,0,41.868142,-87.696269
3998,2009-06-05,T048,21,0,0,1,1,0,0,0,0,41.867108,-87.654224
4000,2009-06-05,T049,1,0,0,1,0,0,0,0,0,41.896282,-87.655232
4001,2009-06-05,T062,1,0,0,1,0,0,0,0,0,41.800737,-87.71188000000001
4002,2009-06-05,T063,2,0,1,0,1,0,0,0,0,41.82561,-87.726549
4004,2009-06-05,T066,17,0,0,1,1,0,0,0,0,41.77166,-87.703047
4006,2009-06-05,T069,3,0,0,0,1,0,0,0,0,41.768388,-87.678649
4007,2009-06-05,T073,11,0,1,1,1,0,0,0,0,41.773215,-87.60088
4010,2009-06-05,T074,4,0,0,0,1,0,0,0,0,41.822536,-87.66634300000001
4011,2009-06-05,T082,6,0,0,1,1,0,0,0,0,41.803422999999995,-87.642984
4013,2009-06-05,T089,1,0,0,0,1,0,0,0,0,41.723195000000004,-87.64997
4014,2009-06-05,T090,1,0,0,1,0,0,0,0,0,41.868077,-87.666901
4015,2009-06-05,T094,9,0,1,1,1,0,0,0,0,41.720848,-87.666014
4018,2009-06-05,T095,1,0,1,0,0,0,0,0,0,41.704336,-87.70373599999999
4019,2009-06-05,T102,2,0,0,1,1,0,0,0,0,41.750498,-87.605294
4021,2009-06-05,T114,2,0,1,1,0,0,0,0,0,41.798697,-87.736812
4023,2009-06-05,T115,2,0,0,1,0,0,0,0,0,41.673408,-87.599862
4024,2009-06-05,T135,58,0,1,1,1,0,0,0,0,41.662014,-87.72460799999999
4027,2009-06-05,T144,1,0,0,0,1,0,0,0,0,41.94016,-87.794896
4028,2009-06-05,T147,7,0,0,1,1,0,0,0,0,41.932094,-87.700117
4030,2009-06-05,T151,9,0,0,1,1,0,0,0,0,41.916265,-87.800515
4032,2009-06-05,T152,1,0,0,0,1,0,0,0,0,41.846075,-87.716277
4033,2009-06-05,T153,3,0,0,1,1,0,0,0,0,41.907645,-87.760886
4035,2009-06-05,T155,3,0,0,1,1,0,0,0,0,41.776156,-87.778927
4037,2009-06-05,T158,6,0,0,1,1,0,0,0,0,41.682587,-87.707973
4039,2009-06-05,T159,10,0,1,1,1,0,0,0,0,41.732984,-87.649642
4042,2009-06-05,T209,5,0,0,1,1,0,0,1,0,41.740641,-87.546587
4045,2009-06-05,T212,3,0,0,1,0,0,0,0,0,41.680946,-87.535198
4046,2009-06-05,T218,3,0,0,1,1,0,0,0,0,41.948167,-87.730698
4048,2009-06-05,T220,2,0,0,1,0,0,0,0,0,41.963976,-87.69181
4049,2009-06-05,T900,12,0,0,3,1,0,0,0,0,41.974689,-87.890615
4053,2009-06-05,T903,2,0,0,1,0,0,0,0,0,41.957799,-87.930995
4054,2009-06-12,T002,8,0,1,1,1,0,0,0,0,41.95469,-87.800991
4057,2009-06-12,T003,41,0,0,1,1,0,0,0,0,41.964242,-87.757639
4059,2009-06-12,T008,123,0,1,2,2,0,0,0,0,42.008314,-87.77792099999999
4064,2009-06-12,T009,12,0,0,0,1,0,0,0,0,41.992478000000006,-87.862995
4065,2009-06-12,T011,91,0,0,1,1,0,0,0,0,41.944869,-87.832763
4067,2009-06-12,T012,37,0,1,1,1,0,0,0,0,41.991429,-87.747113
4070,2009-06-12,T016,68,0,0,1,2,0,0,0,0,42.011601,-87.81150600000001
4073,2009-06-12,T017,1,0,0,1,0,0,0,0,0,41.960615999999995,-87.777189
4074,2009-06-12,T018,2,0,1,1,0,0,0,0,0,42.010412,-87.66214000000001
4076,2009-06-12,T028,40,0,1,1,1,0,0,0,0,41.986921,-87.689778
4079,2009-06-12,T030,9,0,1,1,1,0,0,0,0,41.899229999999996,-87.716788
4082,2009-06-12,T031,101,0,0,1,2,0,0,0,0,41.801497999999995,-87.763416
4085,2009-06-12,T033,5,0,0,0,1,0,0,0,0,41.906638,-87.701431
4086,2009-06-12,T046,10,0,0,1,1,0,0,0,0,41.891118,-87.65449100000001
4088,2009-06-12,T047,1,0,0,1,0,0,0,0,0,41.868142,-87.696269
4089,2009-06-12,T048,93,0,1,1,1,0,0,0,0,41.867108,-87.654224
4092,2009-06-12,T049,17,0,1,1,1,0,0,0,0,41.896282,-87.655232
4095,2009-06-12,T054,39,0,0,1,1,0,0,0,0,41.921965,-87.632085
4097,2009-06-12,T061,3,0,0,1,1,0,0,0,0,41.801179,-87.679447
4099,2009-06-12,T062,4,0,0,1,1,0,0,0,0,41.800737,-87.71188000000001
4101,2009-06-12,T063,32,0,1,1,1,0,0,0,0,41.82561,-87.726549
4104,2009-06-12,T066,4,0,0,1,1,0,0,0,0,41.77166,-87.703047
4106,2009-06-12,T069,8,0,0,1,1,0,0,0,0,41.768388,-87.678649
4108,2009-06-12,T073,19,0,0,1,1,0,0,0,0,41.773215,-87.60088
4110,2009-06-12,T074,16,0,1,1,1,0,0,0,0,41.822536,-87.66634300000001
4113,2009-06-12,T080,2,0,0,1,0,0,0,0,0,41.754676,-87.612922
4114,2009-06-12,T081,1,0,0,1,0,0,0,0,0,41.821582,-87.62779599999999
4115,2009-06-12,T082,2,0,0,1,0,0,0,0,0,41.803422999999995,-87.642984
4116,2009-06-12,T083,2,0,0,0,1,0,0,0,0,41.754292,-87.590773
4117,2009-06-12,T089,19,0,0,0,1,0,0,0,0,41.723195000000004,-87.64997
4118,2009-06-12,T090,26,0,0,1,0,0,0,0,0,41.868077,-87.666901
4119,2009-06-12,T094,39,0,0,1,1,0,0,0,0,41.720848,-87.666014
4121,2009-06-12,T095,5,0,0,1,1,0,0,0,0,41.704336,-87.70373599999999
4123,2009-06-12,T102,4,0,0,1,0,0,0,0,0,41.750498,-87.605294
4124,2009-06-12,T135,124,0,0,1,2,0,0,0,0,41.662014,-87.72460799999999
4127,2009-06-12,T144,13,0,0,1,1,0,0,0,0,41.94016,-87.794896
4129,2009-06-12,T147,36,0,1,1,1,0,0,0,0,41.932094,-87.700117
4132,2009-06-12,T148,10,0,0,1,1,0,0,0,0,42.01743,-87.68776899999999
4134,2009-06-12,T151,21,0,1,1,0,0,0,0,0,41.916265,-87.800515
4136,2009-06-12,T152,18,0,0,1,1,0,0,0,0,41.846075,-87.716277
4138,2009-06-12,T153,11,0,0,1,0,0,0,0,0,41.907645,-87.760886
4139,2009-06-12,T158,4,0,0,1,1,0,0,0,0,41.682587,-87.707973
4141,2009-06-12,T159,60,0,0,1,2,1,0,0,0,41.732984,-87.649642
4145,2009-06-12,T160,23,0,0,1,1,0,0,0,0,41.903002,-87.68826700000001
4147,2009-06-15,T054,87,0,0,1,1,0,0,0,0,41.921965,-87.632085
4149,2009-06-15,T090,2,0,0,0,1,0,0,0,0,41.868077,-87.666901
4150,2009-06-15,T102,2,0,0,0,1,0,0,0,0,41.750498,-87.605294
4151,2009-06-15,T115,30,0,1,1,1,0,0,0,0,41.673408,-87.599862
4154,2009-06-15,T148,1,0,1,0,0,0,0,0,0,42.01743,-87.68776899999999
4155,2009-06-15,T200,4,0,1,1,0,0,0,0,0,41.678618,-87.559308
4157,2009-06-15,T209,5,0,1,1,1,0,0,0,0,41.740641,-87.546587
4160,2009-06-15,T212,21,0,1,1,1,0,0,0,0,41.680946,-87.535198
4163,2009-06-15,T900,188,0,4,6,5,0,0,0,0,41.974689,-87.890615
4178,2009-06-15,T903,5,0,0,0,1,0,0,0,0,41.957799,-87.930995
4179,2009-06-19,T002,28,0,0,1,1,0,0,0,0,41.95469,-87.800991
4181,2009-06-19,T003,9,0,0,1,0,0,0,0,0,41.964242,-87.757639
4182,2009-06-19,T008,62,0,0,2,1,0,0,0,0,42.008314,-87.77792099999999
4185,2009-06-19,T009,2,0,0,1,0,0,0,0,0,41.992478000000006,-87.862995
4186,2009-06-19,T011,31,0,0,1,1,0,0,0,0,41.944869,-87.832763
4188,2009-06-19,T012,16,0,0,1,1,0,0,0,0,41.991429,-87.747113
4190,2009-06-19,T016,10,0,0,1,1,0,0,0,0,42.011601,-87.81150600000001
4192,2009-06-19,T017,3,0,0,1,1,0,0,0,0,41.960615999999995,-87.777189
4194,2009-06-19,T018,1,0,0,0,1,0,0,0,0,42.010412,-87.66214000000001
4195,2009-06-19,T028,8,0,0,1,1,0,0,0,0,41.986921,-87.689778
4197,2009-06-19,T030,21,0,0,0,1,0,0,0,0,41.899229999999996,-87.716788
4198,2009-06-19,T031,79,0,0,2,1,0,0,0,0,41.801497999999995,-87.763416
4201,2009-06-19,T033,2,0,0,1,0,0,0,0,0,41.906638,-87.701431
4202,2009-06-19,T039,2,0,0,0,1,0,0,0,0,41.911823999999996,-87.726737
4203,2009-06-19,T047,4,0,0,1,1,0,0,0,0,41.868142,-87.696269
4205,2009-06-19,T048,6,0,1,0,0,0,0,0,0,41.867108,-87.654224
4206,2009-06-19,T049,11,0,1,1,1,0,0,0,0,41.896282,-87.655232
4209,2009-06-19,T054,21,0,1,2,2,1,0,0,0,41.921965,-87.632085
4215,2009-06-19,T061,1,0,0,1,0,0,0,0,0,41.801179,-87.679447
4216,2009-06-19,T062,4,0,0,1,0,0,0,0,0,41.800737,-87.71188000000001
4217,2009-06-19,T063,4,0,1,0,1,0,0,0,0,41.82561,-87.726549
4219,2009-06-19,T065,1,0,0,1,0,0,0,0,0,41.778296999999995,-87.752411
4220,2009-06-19,T066,8,0,0,1,1,0,0,0,0,41.77166,-87.703047
4222,2009-06-19,T069,3,0,0,1,1,0,0,0,0,41.768388,-87.678649
4224,2009-06-19,T073,1,0,0,1,0,0,0,0,0,41.773215,-87.60088
4225,2009-06-19,T074,2,0,1,0,1,0,0,0,0,41.822536,-87.66634300000001
4227,2009-06-19,T079,1,0,0,1,0,0,0,0,0,41.766202,-87.562889
4228,2009-06-19,T081,3,0,0,0,1,0,0,0,0,41.821582,-87.62779599999999
4229,2009-06-19,T089,13,0,0,1,0,0,0,0,0,41.723195000000004,-87.64997
4230,2009-06-19,T090,13,0,0,1,1,0,0,0,0,41.868077,-87.666901
4232,2009-06-19,T094,8,0,0,1,1,0,0,0,0,41.720848,-87.666014
4234,2009-06-19,T095,8,0,0,0,1,0,0,0,0,41.704336,-87.70373599999999
4235,2009-06-19,T114,3,0,1,0,1,0,0,0,0,41.798697,-87.736812
4237,2009-06-19,T115,6,0,0,1,1,0,0,0,0,41.673408,-87.599862
4239,2009-06-19,T128,1,0,0,0,1,0,0,0,0,41.704572,-87.56566600000001
4240,2009-06-19,T135,61,0,0,1,1,0,0,0,0,41.662014,-87.72460799999999
4242,2009-06-19,T138,2,0,1,0,1,0,0,0,0,41.726465000000005,-87.585413
4244,2009-06-19,T144,38,0,0,1,1,0,0,0,0,41.94016,-87.794896
